PESEL		Title			First_name	Last_name	Gender		Date_of_birth	ProfessorID
51081758814	Distinguished_Prof	Adam		Brooks		Male		17.08.1951	11593
51091552294	Lecturer		Roselle		Martin		Female		15.09.1951	11545
51091639455	Distinguished_Prof	Ben		Walker		Male		16.09.1951	10829
51092268353	Assistant_Professor	Nathan		Hernandez	Male		22.09.1951	11212
51092373738	Research_Professor	Jacob		Walker		Male		23.09.1951	12057
51092446073	Endowed_Prof		Chloe		Reyes		Female		24.09.1951	10636
51092644492	Distinguished_Prof	Charlotte	Scott		Female		26.09.1951	11438
51092690516	Assistant_Professor	Eric		Smith		Male		26.09.1951	10930
51092734194	Distinguished_Prof	Sherri		Williams	Female		27.09.1951	11364
51092738815	Lecturer		Joseph		Richardson	Male		27.09.1951	10016
51092749068	Adjunct_Professor	Liam		Johnson		Male		27.09.1951	10094
51092998485	Adjunct_Professor	Abby		Gonzales	Female		29.09.1951	11296
51093026396	Distinguished_Prof	Michael		Murphy		Male		30.09.1951	10942
51100669480	Research_Associate	Neil		Scott		Male		06.10.1951	10190
51101060763	Associate_Professor	Amber		Morgan		Female		10.10.1951	11213
51101684728	Full_Professor		William		Wright		Male		16.10.1951	11118
51102067289	Research_Associate	George		Cooper		Male		20.10.1951	11506
51102501895	Research_Professor	Nicole		Gracia		Female		25.10.1951	11492
51102864430	Endowed_Prof		John		James		Male		28.10.1951	11015
51110163076	Instructor		Becky		Morgan		Female		01.11.1951	12019
51110664772	Endowed_Prof		Gary		Murphy		Male		06.11.1951	11518
51111854148	Distinguished_Prof	Brian		Bell		Male		18.11.1951	10679
51111915061	Research_Associate	Taya		Baker		Female		19.11.1951	10674
51112180707	Associate_Professor	Robert		Fisher		Male		21.11.1951	10258
51121058066	Assistant_Professor	Chloe		Foster		Female		10.12.1951	10632
51121086471	Assistant_Professor	Lily		Brooks		Female		10.12.1951	10510
51121120798	Research_Professor	Todd		Price		Male		11.12.1951	10167
51121151775	Assistant_Professor	Anthony		White		Male		11.12.1951	12158
51121193239	Research_Associate	Liam		Peterson	Male		11.12.1951	10640
51121574851	Instructor		Elana		Richardson	Female		15.12.1951	11054
51122478415	Full_Professor		Racherl		Thompson	Female		24.12.1951	10209
51122511604	Research_Associate	Robert		Ramirez		Male		25.12.1951	12068
51122808618	Endowed_Prof		Lucy		James		Female		28.12.1951	10386
52010515007	Distinguished_Prof	Bella		Miller		Female		05.01.1952	11920
52010789930	Research_Professor	Emma		Green		Female		07.01.1952	11476
52011151149	Distinguished_Prof	Brian		Flores		Male		11.01.1952	11602
52011406493	Instructor		Zia		Morgan		Female		14.01.1952	11636
52011527760	Assistant_Professor	Charlotte	Fisher		Female		15.01.1952	10596
52020747677	Associate_Professor	Rebecca		Thompson	Female		07.02.1952	11322
52020976439	Lecturer		Alice		Davis		Female		09.02.1952	10244
52021763980	Lecturer		Linda		Reyes		Female		17.02.1952	11381
52022008105	Associate_Professor	Fiora		White		Female		20.02.1952	10642
52022775035	Instructor		Amy		Miller		Female		27.02.1952	11650
52022983010	Lecturer		Katie		Rodriguez	Female		29.02.1952	10822
52030236053	Endowed_Prof		Zia		Hill		Female		02.03.1952	10171
52031195852	Adjunct_Professor	Chloe		James		Female		11.03.1952	12155
52031907467	Distinguished_Prof	Adam		Mitchell	Male		19.03.1952	10235
52032489565	Endowed_Prof		Victoria	Howard		Female		24.03.1952	10780
52032665111	Endowed_Prof		Alexander	Thompson	Male		26.03.1952	10179
52040649866	Research_Associate	Tom		Robinson	Male		06.04.1952	10509
52042886323	Endowed_Prof		Lauren		Thomas		Female		28.04.1952	10762
52050133648	Endowed_Prof		Zoey		Edwards		Female		01.05.1952	11586
52052010565	Instructor		Evan		Morris		Male		20.05.1952	10241
52052960645	Research_Professor	Evan		Long		Male		29.05.1952	10765
52060704412	Associate_Professor	Wanda		Cooper		Female		07.06.1952	10612
52060856202	Adjunct_Professor	Jennifer	Walker		Female		08.06.1952	11354
52062100106	Instructor		Katie		Reyes		Female		21.06.1952	11149
52071100239	Distinguished_Prof	Jennifer	Myers		Female		11.07.1952	11732
52072791885	Adjunct_Professor	Garrett		Myers		Male		27.07.1952	10261
52072817417	Instructor		Cassandra	Stewart		Female		28.07.1952	10774
52072990840	Full_Professor		Corina		Brown		Female		29.07.1952	11520
52073001005	Full_Professor		Zoe		Edwards		Female		30.07.1952	11404
52073080709	Lecturer		Lauren		Hernandez	Female		30.07.1952	10770
52080497021	Research_Associate	Katie		Torres		Female		04.08.1952	10169
52081262245	Instructor		Sam		Ortiz		Male		12.08.1952	10150
52082179411	Research_Associate	Victoria	Young		Female		21.08.1952	11882
52082765656	Full_Professor		Nicole		Turner		Female		27.08.1952	10708
52091241431	Lecturer		Terrance	Turner		Male		12.09.1952	12005
52092494074	Distinguished_Prof	Adam		Ross		Male		24.09.1952	11862
52092646592	Assistant_Professor	Carter		Parker		Male		26.09.1952	11967
52092682847	Adjunct_Professor	Andrew		Bailey		Male		26.09.1952	11189
52100348085	Associate_Professor	Amber		Wood		Female		03.10.1952	10781
52101170810	Lecturer		Logan		Phillips	Male		11.10.1952	10408
52102482242	Full_Professor		Barbara		Stewart		Female		24.10.1952	10505
52102549846	Endowed_Prof		Jennifer	Rivera		Female		25.10.1952	10985
52111168255	Research_Professor	Alice		Torres		Female		11.11.1952	11396
52113029433	Assistant_Professor	Fiora		Brooks		Female		30.11.1952	10237
52120534088	Lecturer		James		Powell		Male		05.12.1952	11203
52120716944	Distinguished_Prof	Tom		Torres		Male		07.12.1952	11158
52123105915	Full_Professor		Lucy		Jackson		Female		31.12.1952	10877
53010124990	Assistant_Professor	George		Ortiz		Male		01.01.1953	10615
53011555970	Full_Professor		Alexander	Collins		Male		15.01.1953	11543
53013167636	Distinguished_Prof	Rebecca		Green		Female		31.01.1953	10048
53020242762	Lecturer		Neil		Gray		Male		02.02.1953	11702
53020917782	Adjunct_Professor	Amy		Lewis		Female		09.02.1953	10664
53021106349	Research_Professor	Amy		Carter		Female		11.02.1953	10760
53022111284	Instructor		Brad		Hernandez	Male		21.02.1953	10618
53022187428	Distinguished_Prof	Cassandra	Hill		Female		21.02.1953	10061
53022413997	Instructor		William		Gray		Male		24.02.1953	12124
53030309878	Research_Associate	Jeffrey		Gracia		Male		03.03.1953	11989
53030479509	Instructor		Dorothy		Reyes		Female		04.03.1953	12153
53031372741	Assistant_Professor	Claire		King		Female		13.03.1953	11219
53032060539	Lecturer		Anna		Evans		Female		20.03.1953	11782
53032184151	Instructor		Paul		Martin		Male		21.03.1953	11903
53032693394	Research_Professor	Alice		Martinez	Female		26.03.1953	10900
53033121075	Assistant_Professor	Paige		Baker		Female		31.03.1953	11960
53040325674	Research_Professor	Patricia	Rogers		Female		03.04.1953	10379
53041965351	Assistant_Professor	Abby		Baker		Female		19.04.1953	11244
53042211737	Associate_Professor	Logan		Hall		Male		22.04.1953	11302
53050169572	Distinguished_Prof	Samantha	Sullivan	Female		01.05.1953	10486
53050572023	Endowed_Prof		Brian		Green		Male		05.05.1953	11528
53050952999	Research_Professor	Amber		Peterson	Female		09.05.1953	11544
53051077144	Instructor		Brad		Mitchell	Male		10.05.1953	12093
53051733321	Adjunct_Professor	Larry		Hall		Male		17.05.1953	10966
53051882894	Research_Professor	Evan		Gray		Male		18.05.1953	10704
53052140812	Endowed_Prof		Carl		Watson		Male		21.05.1953	10604
53052230941	Lecturer		Brandon		Bailey		Male		22.05.1953	12043
53060928853	Endowed_Prof		Zia		Watson		Female		09.06.1953	11345
53061073831	Associate_Professor	Natalie		Cruz		Female		10.06.1953	10433
53061198746	Full_Professor		Alice		Roberts		Female		11.06.1953	11092
53061272474	Distinguished_Prof	Amanda		Diaz		Female		12.06.1953	12167
53061416378	Research_Associate	Christopher	Robinson	Male		14.06.1953	11613
53062127544	Lecturer		Bella		Ward		Female		21.06.1953	11996
53062248350	Lecturer		Terrance	Cook		Male		22.06.1953	10165
53070754842	Research_Associate	Evan		Williams	Male		07.07.1953	11483
53070863855	Lecturer		Evan		Gomez		Male		08.07.1953	10477
53071772036	Adjunct_Professor	Jared		White		Male		17.07.1953	11912
53071851731	Endowed_Prof		Liam		Perry		Male		18.07.1953	11172
53071995473	Research_Professor	Jack		Nguyen		Male		19.07.1953	10064
53072317398	Endowed_Prof		Nathan		Clark		Male		23.07.1953	10970
53072505765	Instructor		Bella		Wood		Female		25.07.1953	11605
53080836285	Assistant_Professor	Maisy		Powell		Female		08.08.1953	10562
53081160121	Full_Professor		Abby		Parker		Female		11.08.1953	10836
53081592037	Research_Professor	Jeffrey		Collins		Male		15.08.1953	12003
53081609845	Research_Associate	Aaron		Cooper		Male		16.08.1953	11563
53081770111	Assistant_Professor	Hannah		Green		Female		17.08.1953	11000
53082232208	Assistant_Professor	Amy		Martin		Female		22.08.1953	11813
53082419789	Adjunct_Professor	Evan		Evans		Male		24.08.1953	10733
53082751378	Full_Professor		Jason		Morris		Male		27.08.1953	11632
53090535402	Adjunct_Professor	Martin		Gonzales	Male		05.09.1953	11458
53090703634	Adjunct_Professor	Lily		Green		Female		07.09.1953	12078
53091131487	Lecturer		Jeffrey		Barnes		Male		11.09.1953	10667
53091965069	Associate_Professor	Dorothy		Allen		Female		19.09.1953	11741
53092940386	Distinguished_Prof	Ben		Hill		Male		29.09.1953	12186
53100194647	Assistant_Professor	Bella		Myers		Female		01.10.1953	11876
53100489090	Research_Professor	Ashley		Nguyen		Female		04.10.1953	11435
53100495330	Research_Professor	Chloe		Bennett		Female		04.10.1953	10534
53100601956	Associate_Professor	Neil		Rodriguez	Male		06.10.1953	12001
53101450831	Endowed_Prof		Mary		Collins		Female		14.10.1953	10248
53101515159	Research_Associate	Racherl		Hughes		Female		15.10.1953	10954
53101970488	Lecturer		Zoe		Foster		Female		19.10.1953	11366
53111168062	Endowed_Prof		Katie		Nelson		Female		11.11.1953	10711
53111216729	Associate_Professor	Jeffrey		Hernandez	Male		12.11.1953	11552
53112428190	Distinguished_Prof	Cassandra	Young		Female		24.11.1953	10132
53112750693	Assistant_Professor	Ashley		Williams	Female		27.11.1953	10579
53112878210	Lecturer		Adam		Hughes		Male		28.11.1953	10682
53112956621	Associate_Professor	Neil		Murphy		Male		29.11.1953	10383
53121261356	Instructor		Valentina	Rivera		Female		12.12.1953	12092
53121316390	Distinguished_Prof	Kevin		Powell		Male		13.12.1953	12139
53121429433	Research_Professor	Taya		Myers		Female		14.12.1953	11320
53121787996	Full_Professor		Patricia	Sanchez		Female		17.12.1953	11250
53122336605	Research_Associate	Owen		Richardson	Male		23.12.1953	10841
54010110975	Distinguished_Prof	Emma		Perry		Female		01.01.1954	10360
54011031633	Distinguished_Prof	Jake		Turner		Male		10.01.1954	10331
54011268486	Lecturer		Garrett		Morales		Male		12.01.1954	10077
54011705706	Assistant_Professor	Elana		Smith		Female		17.01.1954	11440
54012245722	Full_Professor		Lucy		Gutierrez	Female		22.01.1954	11052
54012776233	Research_Associate	Carter		Robinson	Male		27.01.1954	11487
54012835530	Research_Associate	Samantha	Gray		Female		28.01.1954	11637
54020101394	Lecturer		Martin		Rodriguez	Male		01.02.1954	10249
54020555163	Distinguished_Prof	Christopher	Morris		Male		05.02.1954	12014
54020970617	Research_Associate	Edward		Stewart		Male		09.02.1954	11165
54021407967	Lecturer		Cassandra	Baker		Female		14.02.1954	12073
54021719980	Adjunct_Professor	George		Campbell	Male		17.02.1954	11931
54022641357	Lecturer		Amanda		Martinez	Female		26.02.1954	11156
54022661608	Research_Professor	Elana		Green		Female		26.02.1954	11936
54022838932	Full_Professor		Amanda		Gray		Female		28.02.1954	11153
54030103690	Assistant_Professor	Lucy		Thomas		Female		01.03.1954	10901
54030372630	Distinguished_Prof	Hannah		Collins		Female		03.03.1954	10568
54030948726	Research_Professor	Liam		Cox		Male		09.03.1954	11736
54031675032	Instructor		Cassandra	Cook		Female		16.03.1954	11743
54032177167	Assistant_Professor	Alexander	Williams	Male		21.03.1954	12142
54032608599	Instructor		Liam		Ramirez		Male		26.03.1954	11077
54040820511	Endowed_Prof		Tamia		Jones		Female		08.04.1954	10341
54041050853	Full_Professor		Wanda		Young		Female		10.04.1954	11959
54041576715	Assistant_Professor	Gary		Collins		Male		15.04.1954	11633
54041776240	Distinguished_Prof	Frederick	Collins		Male		17.04.1954	11057
54042533520	Endowed_Prof		Luke		Johnson		Male		25.04.1954	10616
54051463222	Research_Professor	Edward		Bailey		Male		14.05.1954	10184
54051773875	Distinguished_Prof	Brad		Harris		Male		17.05.1954	11759
54052737878	Associate_Professor	Sam		Nguyen		Male		27.05.1954	11078
54052738749	Research_Associate	Martin		Harris		Male		27.05.1954	11958
54060664091	Full_Professor		Larry		Bailey		Male		06.06.1954	10189
54061815119	Endowed_Prof		Christopher	Ortiz		Male		18.06.1954	10741
54062803114	Research_Professor	Samantha	Martinez	Female		28.06.1954	11159
54070203232	Research_Associate	Ryan		Morgan		Male		02.07.1954	11807
54070887682	Lecturer		Robert		Cruz		Male		08.07.1954	12144
54071364636	Adjunct_Professor	Katie		Gomez		Female		13.07.1954	10856
54071365822	Associate_Professor	Nicole		Butler		Female		13.07.1954	10055
54071557445	Research_Professor	Clea		Roberts		Female		15.07.1954	12101
54072290597	Assistant_Professor	Robert		Wilson		Male		22.07.1954	11474
54072578868	Assistant_Professor	Jennifer	Baker		Female		25.07.1954	10101
54081238346	Lecturer		Robert		Allen		Male		12.08.1954	10731
54081586350	Assistant_Professor	Brian		Powell		Male		15.08.1954	12000
54083196333	Full_Professor		Sherri		Miller		Female		31.08.1954	10812
54090241394	Research_Associate	Shannon		Young		Female		02.09.1954	11764
54090243703	Instructor		Ginny		Young		Female		02.09.1954	10058
54090565237	Research_Associate	Claire		Ward		Female		05.09.1954	11410
54091156841	Research_Professor	Alexander	Martinez	Male		11.09.1954	10879
54092641482	Instructor		Magdalene	Moore		Female		26.09.1954	11059
54092733549	Full_Professor		Joshua		Scott		Male		27.09.1954	11266
54100191044	Instructor		Charlotte	Davis		Female		01.10.1954	10154
54100264284	Assistant_Professor	Garrett		Brooks		Male		02.10.1954	10270
54101110673	Full_Professor		Lucy		Flores		Female		11.10.1954	11062
54101192763	Research_Associate	Sherri		Richardson	Female		11.10.1954	11368
54101935209	Endowed_Prof		Corina		Hill		Female		19.10.1954	10977
54102138498	Endowed_Prof		Jennifer	Ross		Female		21.10.1954	12041
54102699396	Distinguished_Prof	Elizabeth	Reyes		Female		26.10.1954	12011
54111178973	Instructor		Clea		Robinson	Female		11.11.1954	12171
54111243933	Distinguished_Prof	Adam		Thomas		Male		12.11.1954	10557
54111442435	Adjunct_Professor	Michael		Lopez		Male		14.11.1954	10267
54111573425	Research_Associate	Nathan		Bailey		Male		15.11.1954	10550
54111655582	Research_Associate	Lauren		Martinez	Female		16.11.1954	10427
54112044960	Distinguished_Prof	Ginny		Perry		Female		20.11.1954	11075
54112781918	Research_Associate	Sidney		Peterson	Female		27.11.1954	10647
54120215415	Associate_Professor	Corina		Rogers		Female		02.12.1954	10177
54120636885	Endowed_Prof		Andrew		Phillips	Male		06.12.1954	11251
54121181498	Assistant_Professor	Simon		Cox		Male		11.12.1954	12113
54121471047	Lecturer		Xena		Lewis		Female		14.12.1954	10988
54121504837	Adjunct_Professor	Anthony		Davis		Male		15.12.1954	10354
54123051810	Instructor		Amanda		Reyes		Female		30.12.1954	10338
54123116071	Assistant_Professor	Lauren		Cruz		Female		31.12.1954	11071
54123174632	Adjunct_Professor	Gary		Watson		Male		31.12.1954	12053
55010331420	Instructor		Sophie		King		Female		03.01.1955	11776
55011924089	Lecturer		Lily		Cook		Female		19.01.1955	11298
55020496870	Instructor		Larry		Powell		Male		04.02.1955	10309
55020509477	Assistant_Professor	Zena		White		Female		05.02.1955	11463
55020850824	Associate_Professor	Mary		Hall		Female		08.02.1955	11744
55022163814	Research_Associate	Alexander	Rivera		Male		21.02.1955	11026
55022582183	Research_Professor	Kevin		Gracia		Male		25.02.1955	10130
55030136928	Adjunct_Professor	Simon		Hughes		Male		01.03.1955	12165
55032434950	Full_Professor		Anthony		Roberts		Male		24.03.1955	11841
55041247682	Lecturer		Madison		Jenkins		Female		12.04.1955	11999
55042239920	Full_Professor		Mary		Baker		Female		22.04.1955	10703
55050681617	Research_Associate	William		Thomas		Male		06.05.1955	11460
55050880559	Research_Professor	William		Morgan		Male		08.05.1955	10045
55052150693	Distinguished_Prof	Arthur		Reed		Male		21.05.1955	10639
55052796341	Adjunct_Professor	Alice		Morales		Female		27.05.1955	11658
55060963198	Instructor		Arthur		Hughes		Male		09.06.1955	11041
55070139177	Distinguished_Prof	Jacob		Nguyen		Male		01.07.1955	11352
55070459528	Research_Professor	Adrian		Cooper		Male		04.07.1955	11964
55070931924	Instructor		Gary		Adams		Male		09.07.1955	10502
55071300971	Research_Associate	Anthony		Ward		Male		13.07.1955	11400
55071341657	Full_Professor		Jeffrey		Thomas		Male		13.07.1955	11129
55071492946	Adjunct_Professor	Cassandra	Smith		Female		14.07.1955	11114
55071840672	Endowed_Prof		Tim		Brooks		Male		18.07.1955	10293
55081680243	Research_Professor	Alice		Peterson	Female		16.08.1955	11426
55082015081	Associate_Professor	Nicole		Cook		Female		20.08.1955	11393
55082449512	Full_Professor		Amber		Rogers		Female		24.08.1955	11388
55082625376	Associate_Professor	Sam		Cox		Male		26.08.1955	11609
55082633716	Distinguished_Prof	Ben		Parker		Male		26.08.1955	10024
55083077226	Associate_Professor	Christopher	Brooks		Male		30.08.1955	10065
55090572317	Assistant_Professor	Ryan		Jones		Male		05.09.1955	10643
55091432195	Instructor		Todd		Collins		Male		14.09.1955	10308
55092802453	Lecturer		Joseph		Robinson	Male		28.09.1955	12157
55101163784	Adjunct_Professor	Ginny		Perez		Female		11.10.1955	11457
55101210986	Endowed_Prof		Sophie		Ortiz		Female		12.10.1955	11271
55101295613	Assistant_Professor	Sophie		Rodriguez	Female		12.10.1955	11679
55101393749	Adjunct_Professor	Madison		Watson		Female		13.10.1955	11670
55102010495	Full_Professor		Becky		Barnes		Female		20.10.1955	10266
55102259499	Distinguished_Prof	Logan		Morris		Male		22.10.1955	10387
55102311136	Lecturer		Nathan		Turner		Male		23.10.1955	10289
55102583317	Associate_Professor	Mary		Hill		Female		25.10.1955	11177
55102596563	Research_Associate	Sherri		Price		Female		25.10.1955	11363
55102773539	Research_Associate	Steven		Gomez		Male		27.10.1955	11254
55110152013	Lecturer		Joseph		King		Male		01.11.1955	10917
55110644856	Associate_Professor	Alice		Ward		Female		06.11.1955	11856
55110990309	Research_Associate	Frederick	Allen		Male		09.11.1955	10763
55111785319	Full_Professor		Tom		Diaz		Male		17.11.1955	11459
55112365686	Assistant_Professor	Bella		Phillips	Female		23.11.1955	10649
55112722633	Instructor		Anna		Reed		Female		27.11.1955	11491
55113065200	Adjunct_Professor	Megan		Reed		Female		30.11.1955	10526
55120278725	Distinguished_Prof	Emily		Howard		Female		02.12.1955	10754
55120351231	Research_Associate	Tom		Gomez		Male		03.12.1955	11884
55120397780	Associate_Professor	Patricia	Adams		Female		03.12.1955	11089
55120510240	Research_Associate	Sophie		Brown		Female		05.12.1955	10585
55120718772	Endowed_Prof		Adam		Perez		Male		07.12.1955	11762
55121940722	Associate_Professor	Lily		Robinson	Female		19.12.1955	10131
55122433159	Lecturer		Alexander	Bell		Male		24.12.1955	10712
56010638155	Adjunct_Professor	Zoey		Martin		Female		06.01.1956	10892
56010722947	Endowed_Prof		Logan		Green		Male		07.01.1956	10512
56010747938	Endowed_Prof		Carl		Cooper		Male		07.01.1956	11747
56010874395	Associate_Professor	James		Watson		Male		08.01.1956	10525
56011125819	Adjunct_Professor	Adrian		Clark		Male		11.01.1956	11826
56012443922	Lecturer		Becky		Collins		Female		24.01.1956	10516
56012975133	Lecturer		Andrew		Perez		Male		29.01.1956	10114
56021023631	Distinguished_Prof	Liam		Mitchell	Male		10.02.1956	11247
56022146746	Research_Professor	Elana		Young		Female		21.02.1956	11148
56022418446	Instructor		John		Edwards		Male		24.02.1956	10186
56022692083	Associate_Professor	Amy		Davis		Female		26.02.1956	10272
56032012165	Lecturer		Lily		Lopez		Female		20.03.1956	10597
56040753762	Endowed_Prof		Calista		Martinez	Female		07.04.1956	10448
56040939441	Endowed_Prof		Brad		Smith		Male		09.04.1956	11934
56041033922	Endowed_Prof		Liam		Green		Male		10.04.1956	11143
56041216199	Assistant_Professor	Daniel		Martin		Male		12.04.1956	10263
56041745201	Lecturer		Corina		Nguyen		Female		17.04.1956	11503
56042481516	Research_Professor	Patricia	Gonzales	Female		24.04.1956	11986
56050346384	Distinguished_Prof	Darren		Kelly		Male		03.05.1956	11917
56050440283	Full_Professor		Owen		Reed		Male		04.05.1956	10482
56050624992	Full_Professor		Wanda		Cruz		Female		06.05.1956	11408
56050742188	Adjunct_Professor	Andrew		Morris		Male		07.05.1956	10010
56051579246	Adjunct_Professor	Jacob		Collins		Male		15.05.1956	10706
56052168413	Research_Professor	Alice		Campbell	Female		21.05.1956	10992
56052252895	Endowed_Prof		Emma		Gomez		Female		22.05.1956	10894
56060109443	Research_Professor	Mary		Nguyen		Female		01.06.1956	10008
56060306376	Full_Professor		Amy		Moore		Female		03.06.1956	11957
56060648907	Endowed_Prof		Elizabeth	Fisher		Female		06.06.1956	10215
56060932912	Research_Professor	James		Johnson		Male		09.06.1956	10465
56061685796	Lecturer		Becky		Baker		Female		16.06.1956	12147
56071995180	Endowed_Prof		Adrian		Foster		Male		19.07.1956	10299
56080709824	Distinguished_Prof	Michael		Howard		Male		07.08.1956	10200
56082381284	Research_Associate	Edward		Cooper		Male		23.08.1956	10916
56082478506	Full_Professor		Evan		Rodriguez	Male		24.08.1956	11677
56082890120	Research_Professor	George		Stewart		Male		28.08.1956	10734
56090556222	Adjunct_Professor	Nathan		Morris		Male		05.09.1956	10336
56091013791	Research_Professor	Abby		Anderson	Female		10.09.1956	11003
56091347487	Adjunct_Professor	James		Perry		Male		13.09.1956	10660
56092125220	Research_Professor	Robert		Thompson	Male		21.09.1956	10487
56092353467	Assistant_Professor	George		Wood		Male		23.09.1956	10255
56093019796	Endowed_Prof		Emily		Howard		Female		30.09.1956	10418
56100214324	Instructor		Robert		Gray		Male		02.10.1956	10321
56100550668	Research_Professor	James		Brooks		Male		05.10.1956	11968
56100593196	Associate_Professor	Rebecca		Johnson		Female		05.10.1956	10530
56100904473	Research_Associate	Robert		Martinez	Male		09.10.1956	12007
56101254672	Associate_Professor	Arthur		Hughes		Male		12.10.1956	11346
56101402401	Instructor		Matthew		Morales		Male		14.10.1956	11880
56101693266	Associate_Professor	Jessica		Stewart		Female		16.10.1956	10698
56101850079	Full_Professor		Aaron		Collins		Male		18.10.1956	12176
56102944752	Assistant_Professor	Gary		Robinson	Male		29.10.1956	10878
56103096037	Assistant_Professor	Claire		Clark		Female		30.10.1956	11580
56111797494	Endowed_Prof		Nathan		Jackson		Male		17.11.1956	10352
56112124300	Endowed_Prof		Natalie		Ward		Female		21.11.1956	11666
56122793809	Instructor		Natalie		Watson		Female		27.12.1956	11742
56122960778	Research_Associate	Susan		Smith		Female		29.12.1956	11725
57010398007	Endowed_Prof		Fiora		Gonzales	Female		03.01.1957	12013
57011514457	Instructor		Sam		Cooper		Male		15.01.1957	11647
57011831749	Endowed_Prof		Robert		Wilson		Male		18.01.1957	10805
57012883626	Lecturer		Natalie		Ward		Female		28.01.1957	11109
57020191132	Research_Associate	Daniel		Gonzales	Male		01.02.1957	11085
57020265859	Lecturer		Jessica		Hughes		Female		02.02.1957	10628
57020297925	Assistant_Professor	George		Gutierrez	Male		02.02.1957	10297
57020513424	Adjunct_Professor	Corina		Ortiz		Female		05.02.1957	11273
57021228679	Endowed_Prof		Mary		Watson		Female		12.02.1957	11249
57021295394	Full_Professor		Amy		Johnson		Female		12.02.1957	10787
57022848135	Distinguished_Prof	Todd		Martinez	Male		28.02.1957	11234
57030860087	Assistant_Professor	Jacob		Gray		Male		08.03.1957	10444
57031073564	Adjunct_Professor	Margaret	Wood		Female		10.03.1957	11355
57031343083	Distinguished_Prof	Adam		King		Male		13.03.1957	11224
57032648214	Endowed_Prof		Steven		Walker		Male		26.03.1957	12064
57032772318	Distinguished_Prof	Tom		Cruz		Male		27.03.1957	11048
57032936593	Associate_Professor	Elana		Wood		Female		29.03.1957	11608
57033139378	Lecturer		Taya		Rogers		Female		31.03.1957	11236
57041337639	Adjunct_Professor	Dylan		Sanders		Male		13.04.1957	11337
57042032920	Lecturer		Calista		White		Female		20.04.1957	10861
57042602752	Lecturer		Magdalene	Thomas		Female		26.04.1957	11228
57050588202	Adjunct_Professor	Darren		Turner		Male		05.05.1957	11519
57050753427	Lecturer		Margaret	White		Female		07.05.1957	11412
57051170952	Associate_Professor	Sophie		Morris		Female		11.05.1957	11819
57051362108	Adjunct_Professor	Samantha	Jenkins		Female		13.05.1957	12128
57052454052	Research_Professor	Eric		Foster		Male		24.05.1957	10051
57052524486	Lecturer		Matthew		Campbell	Male		25.05.1957	12098
57060151101	Instructor		Katie		Gonzales	Female		01.06.1957	12108
57060351766	Research_Associate	Sam		Cruz		Male		03.06.1957	10776
57060475721	Assistant_Professor	Edward		Flores		Male		04.06.1957	11854
57062192116	Research_Professor	Sidney		Wood		Female		21.06.1957	11904
57071911309	Endowed_Prof		Sidney		Lopez		Female		19.07.1957	10344
57072685524	Distinguished_Prof	Joshua		Barnes		Male		26.07.1957	11154
57072687010	Adjunct_Professor	Becky		Torres		Female		26.07.1957	11480
57072939330	Endowed_Prof		Edward		Howard		Male		29.07.1957	12185
57072979933	Lecturer		Jack		Gonzales	Male		29.07.1957	10982
57073160540	Full_Professor		Rebecca		Ross		Female		31.07.1957	11620
57080190952	Lecturer		Corina		Roberts		Female		01.08.1957	11070
57080528745	Instructor		Cassandra	Martinez	Female		05.08.1957	11231
57080624888	Lecturer		Martin		Lopez		Male		06.08.1957	10751
57080698434	Adjunct_Professor	Sherri		Gutierrez	Female		06.08.1957	11892
57080758727	Adjunct_Professor	Garrett		Sullivan	Male		07.08.1957	11919
57080872063	Distinguished_Prof	Patricia	Evans		Female		08.08.1957	10003
57081010748	Distinguished_Prof	Jack		Baker		Male		10.08.1957	10681
57081145976	Instructor		John		Brown		Male		11.08.1957	10483
57082696709	Research_Professor	Margaret	Bennett		Female		26.08.1957	11906
57090151808	Research_Associate	Elizabeth	Taylor		Female		01.09.1957	11471
57090342919	Endowed_Prof		Victoria	Sullivan	Female		03.09.1957	10183
57090723874	Instructor		David		Rodriguez	Male		07.09.1957	10693
57091776726	Assistant_Professor	Amanda		Torres		Female		17.09.1957	11437
57091820970	Lecturer		Charlotte	Williams	Female		18.09.1957	10500
57091900298	Assistant_Professor	Owen		Mitchell	Male		19.09.1957	10413
57100165508	Endowed_Prof		Brandon		Baker		Male		01.10.1957	11403
57100479485	Distinguished_Prof	Roselle		Hill		Female		04.10.1957	12045
57100651442	Lecturer		Simon		Nelson		Male		06.10.1957	11210
57101275002	Lecturer		Zoe		Hall		Female		12.10.1957	10791
57101540148	Assistant_Professor	Jacob		Murphy		Male		15.10.1957	11106
57103101834	Research_Professor	John		Nguyen		Male		31.10.1957	11932
57110988308	Instructor		Kevin		Ross		Male		09.11.1957	11175
57111504823	Associate_Professor	Brian		Morales		Male		15.11.1957	11708
57111817402	Distinguished_Prof	Jacob		Martinez	Male		18.11.1957	10295
57112197104	Instructor		Eric		Carter		Male		21.11.1957	11627
57112764574	Distinguished_Prof	Zoey		James		Female		27.11.1957	11978
57121022829	Adjunct_Professor	Susan		Phillips	Female		10.12.1957	12085
57121027279	Research_Professor	Chloe		Sullivan	Female		10.12.1957	10796
57122316286	Distinguished_Prof	Susan		Sanders		Female		23.12.1957	11295
57122744017	Full_Professor		Zena		Russell		Female		27.12.1957	10983
